+------------------+-------+
| Unigram          | Count |
| ('northacre', 'grove', 'flooding')              |     1 |
| ('several', 'deep', 'muddy')                    |     1 |
| ('east', 'farm', 'track')                       |     1 |
| ('beltie', 'burn', 'houses')                    |     1 |
| ('top', 'road', 'contributed')                  |     1 |
| ('cars', 'sitting', 'water')                    |     1 |
| ('flooding', 'area', 'house')                   |     1 |
| ('usually', 'floods', 'morning')                |     1 |
| ('across', 'rear', 'house')                     |     1 |
| ('trough', 'street', 'lighting')                |     1 |
| ('across', 'main', 'road')                      |     1 |
| ('way', 'ab', 'al')                             |     1 |
| ('gate', 'flood', 'banks')                      |     1 |
| ('walls', 'gullies', 'water')                   |     1 |
| ('flooding', 'moness', 'burn')                  |     1 |
| ('full', 'dogs', 'dirt')                        |     1 |
| ('ab', 'qq', 'ingress')                         |     1 |
| ('road', 'large', 'puddle')                     |     1 |
| ('flooded', 'large', 'stretches')               |     1 |
| ('approaching', 'domestic', 'properties')       |     1 |
| ('lochranza', 'flooded', 'unknown')             |     1 |
| ('currently', 'overflowing', 'little')          |     1 |
| ('away', 'houses', 'field')                     |     1 |
| ('fast', 'looks', 'quite')                      |     1 |
| ('path', 'entering', 'gardens')                 |     1 |
| ('water', 'drains', 'taking')                   |     1 |
| ('close', 'traffic', 'totally')                 |     1 |
| ('high', 'levels', 'washed')                    |     1 |
| ('inch', 'water', 'present')                    |     1 |
| ('river', 'ugi', 'burst')                       |     1 |
| ('issue', 'structure', 'wall')                  |     1 |
| ('nearby', 'east', 'side')                      |     1 |
| ('reach', 'kirriemuir', 'glens')                |     1 |
| ('tarland', 'rd', 'b')                          |     1 |
| ('bank', 'dirty', 'sewage')                     |     1 |
| ('rising', 'possibly', 'causing')               |     1 |
| ('unless', 'sandbags', 'etc')                   |     1 |
| ('murcky', 'roaring', 'along')                  |     1 |
| ('road', 'drain', 'blocked')                    |     1 |
| ('gardens', 'st', 'andrews')                    |     1 |
| ('bag', 'debris', 'floating')                   |     1 |
| ('flooding', 'close', 'properties')             |     1 |
| ('pouring', 'garden', 'flooding')               |     1 |
| ('houses', 'heavy', 'rain')                     |     1 |
| ('gardens', 'properties', 'right')              |     1 |
| ('stuck', 'rained', 'heavily')                  |     1 |
| ('width', 'road', 'pavement')                   |     1 |
| ('rising', 'bridge', 'bridge')                  |     1 |
| ('roads', 'properties', 'flooded')              |     1 |
| ('care', 'street', 'lights')                    |     1 |
| ('debris', 'stuck', 'small')                    |     1 |
| ('rear', 'properties', 'mackie')                |     1 |
| ('possibly', 'coming', 'water')                 |     1 |
| ('private', 'track', 'road')                    |     1 |
| ('two', 'prperties', 'immediately')             |     1 |
| ('burst', 'banks', 'makeing')                   |     1 |
| ('runs', 'croftpark', 'avenue')                 |     1 |
| ('gushing', 'water', 'pouring')                 |     1 |
| ('road', 'temporary', 'traffic')                |     1 |
| ('philorth', 'river', 'major')                  |     1 |
| ('informed', 'flood', 'warning')                |     1 |
| ('fast', 'burst', 'banks')                      |     1 |
| ('spate', 'much', 'clearance')                  |     1 |
| ('road', 'baljaffry', 'milngavie')              |     1 |
| ('flooding', 'covered', 'whole')                |     1 |
| ('name', 'stone', 'throw')                      |     1 |
| ('un', 'named', 'watercourse')                  |     1 |
| ('passable', 'small', 'car')                    |     1 |
| ('st', 'andrews', 'place')                      |     1 |
| ('close', 'river', 'gryffe')                    |     1 |
| ('sea', 'flooding', 'continuous')               |     1 |
| ('contain', 'field', 'run')                     |     1 |
| ('water', 'coming', 'road')                     |     1 |
| ('step', 'away', 'entering')                    |     1 |
| ('long', 'excess', 'rain')                      |     1 |
| ('works', 'aboyne', 'bridge')                   |     1 |
| ('fast', 'dirty', 'water')                      |     1 |
| ('ground', 'floor', 'flats')                    |     1 |
| ('guardbridge', 'st', 'andrews')                |     1 |
| ('pz', 'overflowed', 'reaching')                |     1 |
| ('water', 'flowing', 'onto')                    |     1 |
| ('flooding', 'near', 'craig')                   |     1 |
| ('roots', 'bridge', 'thorwald')                 |     1 |
| ('carnbroe', 'road', 'covering')                |     1 |
| ('severe', 'flooding', 'road')                  |     1 |
| ('river', 'fields', 'area')                     |     1 |
| ('bridge', 'road', 'end')                       |     1 |
| ('road', 'currently', 'also')                   |     1 |
| ('flooding', 'pow', 'burn')                     |     1 |
| ('water', 'deeper', 'foot')                     |     1 |
| ('dec', 'jan', 'flooding')                      |     1 |
| ('dark', 'aswell', 'stay')                      |     1 |
| ('spring', 'running', 'properties')             |     1 |
| ('covered', 'water', 'end')                     |     1 |
| ('door', 'water', 'dirty')                      |     1 |
| ('park', 'flooded', 'water')                    |     1 |
| ('rd', 'depth', 'several')                      |     1 |
| ('overflow', 'drains', 'house')                 |     1 |
| ('roadway', 'road', 'flooded')                  |     1 |
| ('door', 'hairdresser', 'corner')               |     1 |
| ('clear', 'water', 'area')                      |     1 |
| ('inverurie', 'business', 'park')               |     1 |
| ('manholes', 'blocked', 'road')                 |     1 |
| ('flyover', 'surface', 'water')                 |     1 |
| ('opening', 'pitlochry', 'dam')                 |     1 |
| ('passing', 'car', 'ive')                       |     1 |
| ('leave', 'house', 'wellies')                   |     1 |
| ('access', 'main', 'road')                      |     1 |
| ('possibly', 'causing', 'issue')                |     1 |
| ('also', 'running', 'local')                    |     1 |
| ('causing', 'b', 'flood')                       |     1 |
| ('imagine', 'road', 'needs')                    |     1 |
| ('flooded', 'kennedy', 'drive')                 |     1 |
| ('flooding', 'drain', 'nearby')                 |     1 |
| ('large', 'truck', 'go')                        |     1 |
| ('field', 'cars', 'pass')                       |     1 |
| ('water', 'close', 'properties')                |     1 |
| ('castle', 'half', 'mile')                      |     1 |
| ('banks', 'surrounding', 'farmland')            |     1 |
| ('properties', 'marshall', 'place')             |     1 |
| ('water', 'feugh', 'pooling')                   |     1 |
| ('river', 'allander', 'milngavie')              |     1 |
| ('th', 'december', 'three')                     |     1 |
| ('adjacent', 'fields', 'flooded')               |     1 |
| ('close', 'bursting', 'levels')                 |     1 |
| ('possibly', 'collapsed', 'choked')             |     1 |
| ('rear', 'callers', 'property')                 |     1 |
| ('taken', 'lots', 'flooding')                   |     1 |
| ('stream', 'flows', 'linns')                    |     1 |
| ('reach', 'houses', 'sure')                     |     1 |
| ('water', 'entering', 'house')                  |     1 |
| ('taken', 'fields', 'reached')                  |     1 |
| ('looks', 'like', 'usual')                      |     1 |
| ('water', 'fields', 'lying')                    |     1 |
| ('back', 'gardens', 'receiving')                |     1 |
| ('river', 'water', 'directly')                  |     1 |
| ('places', 'big', 'problem')                    |     1 |
| ('passability', 'water', 'pressure')            |     1 |
| ('across', 'road', 'several')                   |     1 |
| ('kelvindale', 'road', 'river')                 |     1 |
| ('raw', 'sewage', 'coming')                     |     1 |
| ('matter', 'addressed', 'one')                  |     1 |
| ('flooded', 'causing', 'access')                |     1 |
| ('milngavie', 'bearsden', 'bp')                 |     1 |
| ('high', 'road', 'access')                      |     1 |
| ('inverugie', 'ab', 'dh')                       |     1 |
| ('road', 'east', 'bridge')                      |     1 |
| ('funding', 'bank', 'repairs')                  |     1 |
| ('bp', 'roundabout', 'roundabout')              |     1 |
| ('already', 'resulted', 'motor')                |     1 |
| ('black', 'water', 'crosslee')                  |     1 |
| ('ken', 'highest', 'seen')                      |     1 |
| ('houses', 'flooding', 'river')                 |     1 |
| ('thru', 'farmers', 'field')                    |     1 |
